incident_id,trace,priority
INC0008382,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0008383,[S]N;[L]N;[L]N;[L]N;[L]A;[L]A;[L]A;[L]A;[S]A;[S]R;[S]C;,3 - Moderate
INC0008385,[S]N;[L]W;[L]W;[L]W;[L]A;[L]A;[S]A;[S]R;[S]C;,3 - Moderate
INC0008388,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0008389,[L]N;[S]N;[L]A;[L]W;[L]W;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[S]A;[L]W;[L]A;[S]R;[S]C;,3 - Moderate
INC0008390,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0008393,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0008395,[L]W;[M]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008396,[L]N;[S]N;[L]N;[L]N;[L]N;[S]A;[L]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008397,[L]N;[S]N;[S]A;[L]A;[L]W;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0008398,[S]N;[L]N;[M]A;[L]N;[S]R;[S]C;,3 - Moderate
INC0008399,[S]N;[L]N;[L]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008400,[L]N;[S]N;[L]N;[L]A;[L]W;[L]W;[L]W;[L]W;[L]W;[L]W;[S]A;[L]A;[L]A;[L]A;[L]W;[L]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008401,[L]N;[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0008402,[S]N;[L]N;[M]A;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[S]R;[S]C;,3 - Moderate
INC0008403,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0008404,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0008405,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0008407,[M]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008408,[L]N;[S]N;[L]N;[M]A;[L]W;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0008412,[L]N;[S]N;[L]N;[M]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0008413,[S]N;[L]N;[M]A;[L]N;[L]N;[L]N;[L]N;[L]N;[S]R;[S]C;,3 - Moderate
INC0008414,[S]N;[L]N;[M]A;[L]N;[L]N;[S]R;[S]C;,3 - Moderate
INC0008415,[S]N;[L]N;[M]A;[L]N;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0008416,[M]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008417,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0008419,[S]N;[L]N;[L]A;[L]A;[L]A;[S]A;[S]R;[S]C;,3 - Moderate
INC0008422,[S]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008423,[S]N;[L]N;[M]A;[L]N;[S]R;[S]C;,3 - Moderate
INC0008426,[S]N;[S]A;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0008428,[S]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]A;[S]A;[S]R;[S]C;,3 - Moderate
INC0008429,[S]N;[L]N;[M]A;[L]N;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0008430,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0008431,[S]N;[L]N;[M]A;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[S]R;[S]C;,3 - Moderate
INC0008432,[S]N;[L]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0008433,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0008434,[S]N;[S]A;[L]A;[L]W;[L]A;[S]R;[S]C;,3 - Moderate
INC0008435,[S]N;[L]N;[M]A;[L]N;[L]N;[L]N;[L]N;[S]R;[S]C;,3 - Moderate
INC0008436,[S]N;[L]N;[M]A;[L]N;[L]N;[L]N;[L]N;[L]N;[S]R;[S]C;,3 - Moderate
INC0008437,[S]N;[L]N;[M]A;[L]N;[L]N;[L]W;[L]W;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0008438,[S]N;[L]N;[M]A;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0008439,[S]N;[L]W;[M]A;[S]R;[S]C;,3 - Moderate
INC0008441,[S]N;[L]N;[S]A;[L]W;[L]W;[L]R;[L]A;[L]A;[L]A;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0008443,[S]N;[S]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008448,[S]N;[L]N;[S]A;[L]W;[L]W;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008451,[S]N;[L]N;[M]A;[L]N;[L]N;[L]W;[L]W;[L]W;[L]W;[S]R;[S]C;,2 - High
INC0008452,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0008453,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0008454,[S]N;[L]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0008455,[L]N;[S]N;[L]N;[L]N;[L]N;[L]N;[L]W;[L]W;[L]A;[L]A;[S]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008456,[S]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008457,[S]N;[L]N;[M]A;[L]N;[L]N;[L]N;[S]R;[S]C;,3 - Moderate
INC0008458,[S]N;[S]A;[L]A;[L]W;[L]W;[L]W;[L]W;[L]W;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0008459,[S]N;[L]A;[L]A;[S]A;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0008460,[S]N;[L]N;[M]A;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[S]R;[S]C;,3 - Moderate
INC0008461,[L]N;[S]N;[L]W;[L]W;[L]W;[L]W;[L]W;[L]A;[L]A;[S]A;[S]R;[S]C;,3 - Moderate
INC0008462,[L]W;[M]N;[L]W;[L]A;[L]A;[L]A;[L]A;[L]W;[L]W;[L]W;[L]W;[L]W;[L]A;[S]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008463,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0008464,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0008465,[L]N;[S]N;[S]A;[L]A;[L]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008466,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0008467,[S]N;[L]N;[L]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0008468,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0008469,[M]N;[S]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008470,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0008471,[S]N;[L]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0008475,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0008477,[L]N;[L]N;[L]N;[S]N;[L]A;[S]A;[L]A;[L]A;[L]A;[L]W;[L]W;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0008478,[L]N;[S]N;[L]N;[L]W;[L]W;[S]A;[L]A;[S]R;[L]A;[L]R;[S]C;,3 - Moderate
INC0008479,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0008480,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0008482,[M]N;[S]A;[L]W;[S]R;[S]C;,4 - Low
INC0008483,[M]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008484,[S]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]A;[S]A;[S]R;[S]C;,3 - Moderate
INC0008485,[S]N;[S]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008486,[M]N;[S]A;[L]A;[L]A;[L]A;[S]R;[L]R;[S]C;,3 - Moderate
INC0008487,[M]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008488,[S]N;[L]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0008489,[M]N;[S]A;[L]A;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0008490,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0008492,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0008493,[L]W;[M]N;[S]A;[L]A;[L]A;[L]W;[L]W;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008494,[S]N;[L]N;[M]A;[L]N;[S]R;[S]C;,3 - Moderate
INC0008495,[S]N;[S]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008497,[M]N;[S]A;[L]W;[L]W;[L]W;[L]W;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0008499,[S]N;[S]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0008500,[M]N;[L]A;[S]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008505,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0008507,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0008509,[S]N;[S]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008510,[S]N;[L]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0008512,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0008514,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0008516,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0008518,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0008520,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0008521,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0008522,[S]N;[L]N;[L]N;[L]N;[S]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008523,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0008524,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0008525,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0008526,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0008528,[M]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008529,[L]N;[S]N;[L]A;[L]A;[S]A;[S]R;[S]C;,3 - Moderate
INC0008530,[S]N;[L]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0008531,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0008532,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0008533,[S]N;[S]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008534,[M]N;[S]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008535,[S]N;[L]N;[M]A;[L]N;[L]N;[S]R;[S]C;,1 - Critical
INC0008538,[S]N;[L]N;[M]A;[L]N;[L]N;[L]W;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0008539,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0008541,[M]N;[L]A;[L]A;[S]A;[L]W;[L]W;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0008542,[M]N;[S]A;[L]A;[L]A;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0008543,[M]N;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[S]A;[S]R;[S]C;,3 - Moderate
INC0008544,[M]N;[L]A;[S]A;[L]W;[L]W;[L]W;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0008545,[M]N;[S]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008548,[S]N;[M]A;[S]R;[S]C;,4 - Low
INC0008549,[M]N;[S]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008550,[M]N;[S]A;[L]W;[L]W;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0008551,[S]N;[S]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008552,[S]N;[L]W;[M]A;[S]R;[S]C;,3 - Moderate
INC0008555,[L]N;[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0008556,[S]N;[L]N;[M]A;[L]N;[S]R;[S]C;,3 - Moderate
INC0008559,[L]N;[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0008560,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0008562,[S]N;[L]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0008566,[M]N;[S]A;[S]R;[S]C;,4 - Low
INC0008567,[S]N;[L]N;[M]A;[L]N;[S]R;[S]C;,3 - Moderate
INC0008568,[L]N;[S]N;[L]W;[M]A;[L]W;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0008570,[M]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008571,[M]N;[S]A;[S]R;[S]C;,4 - Low
INC0008573,[S]N;[L]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0008574,[S]N;[L]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0008576,[L]N;[S]N;[L]N;[M]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0008577,[S]N;[L]N;[L]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008578,[M]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008579,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0008582,[S]N;[L]N;[M]A;[L]N;[S]R;[S]C;,3 - Moderate
INC0008584,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0008585,[S]N;[L]N;[M]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0008587,[S]N;[L]W;[M]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0008588,[L]N;[S]N;[L]W;[L]W;[L]W;[L]W;[L]W;[L]W;[L]W;[L]A;[L]A;[L]A;[S]A;[L]A;[L]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008589,[S]N;[L]N;[L]W;[L]W;[L]W;[L]W;[L]W;[L]W;[L]W;[L]W;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008591,[L]N;[S]N;[L]N;[L]A;[S]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008595,[S]N;[L]N;[L]N;[L]N;[L]N;[L]A;[L]A;[L]A;[L]A;[L]A;[S]A;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0008596,[S]N;[S]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008597,[L]N;[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0008598,[M]N;[S]A;[L]A;[L]A;[L]A;[S]R;[S]C;,1 - Critical
INC0008599,[L]N;[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0008600,[M]N;[S]A;[L]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008601,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0008604,[S]N;[L]N;[L]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008605,[S]N;[L]N;[M]A;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[S]R;[S]C;,3 - Moderate
INC0008607,[S]N;[L]N;[M]A;[L]N;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0008610,[S]N;[L]N;[L]W;[L]W;[L]W;[S]A;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0008611,[L]N;[S]N;[L]N;[M]A;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]W;[S]R;[S]C;,3 - Moderate
INC0008613,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0008614,[S]N;[L]N;[M]A;[L]N;[L]N;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0008615,[M]N;[S]A;[L]W;[S]R;[S]C;,2 - High
INC0008616,[S]N;[L]N;[L]W;[L]A;[L]A;[L]A;[S]A;[L]A;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0008617,[M]N;[S]A;[S]R;[S]C;,4 - Low
INC0008618,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0008619,[M]N;[S]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008620,[M]N;[S]A;[L]A;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0008621,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0008622,[M]N;[S]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008623,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0008624,[S]N;[L]N;[M]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0008627,[M]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008629,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0008630,[L]N;[S]N;[L]N;[M]A;[L]N;[L]N;[L]N;[L]N;[L]N;[L]N;[L]W;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0008631,[S]N;[L]N;[M]A;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0008632,[S]N;[L]N;[L]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0008633,[S]N;[L]N;[M]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0008637,[S]N;[S]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008638,[M]N;[S]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008640,[S]N;[L]N;[M]A;[L]W;[L]W;[L]W;[L]W;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0008642,[L]N;[S]N;[L]N;[L]N;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[S]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0008644,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0008646,[M]N;[S]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008647,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0008648,[M]N;[L]A;[L]A;[L]W;[L]W;[L]W;[L]A;[L]A;[S]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008649,[S]N;[L]N;[L]A;[S]A;[S]R;[S]C;,3 - Moderate
INC0008652,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0008654,[S]N;[L]W;[M]A;[S]R;[S]C;,3 - Moderate
INC0008656,[L]W;[M]N;[L]W;[M]A;[L]W;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0008657,[S]N;[L]N;[M]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0008658,[S]N;[S]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0008659,[M]N;[S]A;[L]W;[L]W;[S]R;[L]R;[L]R;[L]R;[S]C;,1 - Critical
INC0008660,[S]N;[L]N;[M]A;[L]N;[S]R;[S]C;,3 - Moderate
INC0008661,[S]N;[L]N;[M]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0008662,[M]N;[S]A;[L]A;[L]A;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0008663,[M]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008665,[S]N;[L]N;[M]A;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0008667,[M]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008668,[S]N;[L]N;[M]A;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0008669,[M]N;[S]A;[L]A;[L]W;[L]W;[L]W;[L]W;[L]A;[L]A;[L]A;[L]A;[L]A;[S]R;[L]C;[S]C;,3 - Moderate
INC0008673,[S]N;[L]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0008674,[M]N;[L]A;[L]A;[S]A;[L]W;[L]W;[L]W;[L]W;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0008676,[M]N;[S]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008677,[M]N;[S]A;[L]A;[L]A;[L]W;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0008679,[S]N;[L]N;[M]A;[L]N;[S]R;[S]C;,3 - Moderate
INC0008680,[M]N;[S]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008681,[M]N;[S]A;[L]A;[L]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0008682,[S]N;[L]N;[M]A;[L]N;[L]N;[S]R;[S]C;,3 - Moderate
INC0008683,[L]W;[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0008684,[S]N;[L]N;[M]A;[L]N;[L]N;[S]R;[S]C;,3 - Moderate
INC0008685,[S]N;[L]W;[M]A;[S]R;[S]C;,3 - Moderate
INC0008686,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0008688,[S]N;[L]N;[M]A;[L]W;[L]W;[L]W;[L]W;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0008689,[S]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008690,[M]N;[S]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008691,[M]N;[S]A;[L]W;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0008692,[M]N;[L]A;[L]A;[S]A;[L]W;[L]W;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0008694,[S]N;[S]A;[L]A;[L]W;[L]W;[L]W;[L]W;[L]W;[L]W;[L]A;[L]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008695,[S]N;[L]N;[M]A;[L]N;[L]N;[S]R;[S]C;,3 - Moderate
INC0008696,[S]N;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008697,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0008698,[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0008702,[S]N;[L]N;[S]A;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0008706,[M]N;[S]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008707,[M]N;[S]A;[L]A;[L]W;[L]W;[L]W;[L]W;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0008708,[S]N;[L]N;[M]A;[L]N;[S]R;[S]C;,3 - Moderate
INC0008709,[S]N;[L]N;[M]A;[L]N;[L]N;[L]W;[S]R;[S]C;,3 - Moderate
INC0008711,[M]N;[S]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008712,[L]N;[L]N;[S]N;[L]N;[L]N;[S]A;[L]A;[L]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0008713,[S]N;[L]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0008714,[S]N;[L]N;[M]A;[L]N;[L]N;[S]R;[S]C;,3 - Moderate
INC0008717,[S]N;[L]N;[L]W;[L]W;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[S]A;[S]R;[S]C;,3 - Moderate
INC0008719,[M]N;[S]A;[L]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0008721,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0008722,[S]N;[L]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0008723,[S]N;[L]N;[M]A;[L]N;[L]N;[S]R;[S]C;,3 - Moderate
INC0008724,[M]N;[L]A;[S]A;[L]A;[L]A;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0008727,[S]N;[L]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0008728,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0008730,[S]N;[L]N;[M]A;[L]N;[L]N;[L]N;[S]R;[S]C;,3 - Moderate
INC0008731,[S]N;[L]N;[M]A;[L]N;[L]N;[S]R;[S]C;,3 - Moderate
INC0008732,[S]N;[L]N;[L]A;[L]A;[S]A;[L]A;[L]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008733,[S]N;[L]N;[S]A;[L]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008735,[S]N;[S]A;[L]W;[L]A;[L]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0008736,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0008737,[L]N;[S]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0008738,[M]N;[S]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008739,[S]N;[L]N;[L]A;[L]A;[S]A;[L]A;[L]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008740,[M]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008741,[M]N;[S]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0008742,[S]N;[L]N;[L]W;[L]W;[L]W;[L]A;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008743,[S]N;[L]N;[M]A;[L]N;[L]N;[L]N;[S]R;[S]C;,3 - Moderate
INC0008744,[S]N;[L]N;[S]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008745,[L]W;[M]N;[L]W;[L]W;[S]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008746,[L]N;[S]N;[S]A;[L]A;[L]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008749,[M]N;[S]A;[L]A;[L]W;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0008751,[S]N;[L]N;[M]A;[L]N;[L]N;[L]W;[L]W;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0008752,[S]N;[L]N;[M]A;[L]N;[L]N;[L]N;[L]N;[L]N;[S]R;[S]C;,3 - Moderate
INC0008753,[S]N;[L]N;[L]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0008756,[M]N;[S]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0008758,[M]N;[S]A;[S]R;[S]C;,3 - Moderate
INC0008760,[S]N;[L]N;[M]A;[L]N;[L]N;[L]N;[L]N;[S]R;[S]C;,3 - Moderate
INC0008762,[M]N;[L]A;[L]A;[S]A;[L]W;[L]W;[L]W;[L]W;[L]W;[L]W;[S]R;[S]C;,3 - Moderate
INC0008764,[S]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0008765,[L]N;[S]N;[L]N;[M]A;[L]N;[L]N;[L]N;[L]N;[L]W;[S]R;[S]C;,2 - High
INC0008767,[M]N;[L]A;[S]A;[L]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008769,[S]N;[S]A;[L]A;[L]A;[L]A;[L]A;[L]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008774,[S]N;[L]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0008775,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
INC0008776,[L]N;[S]N;[L]N;[L]A;[S]A;[L]A;[L]A;[L]A;[L]W;[S]R;[S]C;,3 - Moderate
INC0008777,[S]N;[L]N;[M]A;[L]N;[L]N;[L]N;[L]N;[S]R;[S]C;,3 - Moderate
INC0008782,[M]N;[S]A;[L]A;[S]R;[S]C;,3 - Moderate
INC0008783,[M]N;[M]A;[S]R;[S]C;,3 - Moderate
