incident_id,impact,urgency,priority,category,openTs,closeTs,reassignment,reopen,updates
INC0007313,2 - Medium,2 - Medium,3 - Moderate,Category 26,15/3/2016 13:48,24/3/2016 19:01,1,0,4
INC0007315,2 - Medium,2 - Medium,3 - Moderate,Category 26,15/3/2016 13:50,24/3/2016 19:01,1,0,4
INC0007316,2 - Medium,2 - Medium,3 - Moderate,Category 42,15/3/2016 13:51,24/3/2016 19:01,2,0,6
INC0007317,2 - Medium,2 - Medium,3 - Moderate,Category 42,15/3/2016 13:52,28/3/2016 14:59,1,0,8
INC0007318,2 - Medium,2 - Medium,3 - Moderate,Category 40,15/3/2016 13:52,29/3/2016 08:59,8,0,17
INC0007319,2 - Medium,2 - Medium,3 - Moderate,Category 32,15/3/2016 13:53,28/3/2016 10:59,7,0,14
INC0007320,2 - Medium,2 - Medium,3 - Moderate,Category 46,15/3/2016 13:54,24/3/2016 19:01,0,0,2
INC0007321,2 - Medium,2 - Medium,3 - Moderate,Category 61,15/3/2016 13:56,16/5/2016 10:07,10,0,42
INC0007322,2 - Medium,2 - Medium,3 - Moderate,Category 44,15/3/2016 13:57,23/5/2016 11:07,0,0,1
INC0007323,2 - Medium,2 - Medium,3 - Moderate,Category 32,15/3/2016 14:02,24/3/2016 19:01,1,0,9
INC0007324,2 - Medium,2 - Medium,3 - Moderate,Category 61,15/3/2016 14:03,28/3/2016 10:59,1,0,6
INC0007326,2 - Medium,2 - Medium,3 - Moderate,Category 42,15/3/2016 14:06,24/3/2016 19:01,1,0,3
INC0007328,2 - Medium,2 - Medium,3 - Moderate,Category 32,15/3/2016 14:07,24/3/2016 19:01,1,0,4
INC0007330,2 - Medium,2 - Medium,3 - Moderate,Category 26,15/3/2016 14:08,28/3/2016 10:59,2,0,10
INC0007331,2 - Medium,2 - Medium,3 - Moderate,Category 46,15/3/2016 14:08,19/4/2016 16:07,1,0,15
INC0007332,2 - Medium,2 - Medium,3 - Moderate,Category 53,15/3/2016 14:10,24/3/2016 19:01,1,0,3
INC0007333,2 - Medium,2 - Medium,3 - Moderate,Category 42,15/3/2016 14:11,24/3/2016 19:01,2,0,4
INC0007334,2 - Medium,2 - Medium,3 - Moderate,Category 61,15/3/2016 14:11,27/3/2016 10:59,1,0,5
INC0007335,2 - Medium,2 - Medium,3 - Moderate,Category 61,15/3/2016 14:12,27/3/2016 16:59,1,0,6
INC0007336,2 - Medium,2 - Medium,3 - Moderate,Category 42,15/3/2016 14:12,24/3/2016 19:01,1,0,4
INC0007337,2 - Medium,2 - Medium,3 - Moderate,Category 24,15/3/2016 14:15,24/3/2016 19:01,1,0,10
INC0007338,2 - Medium,2 - Medium,3 - Moderate,Category 53,15/3/2016 14:15,26/3/2016 16:59,2,1,15
INC0007339,2 - Medium,2 - Medium,3 - Moderate,Category 20,15/3/2016 14:16,29/3/2016 08:59,1,0,9
INC0007343,2 - Medium,2 - Medium,3 - Moderate,Category 46,15/3/2016 14:23,8/2/2017 18:07,1,0,114
INC0007345,2 - Medium,2 - Medium,3 - Moderate,Category 37,15/3/2016 14:25,24/3/2016 19:01,3,0,6
INC0007346,2 - Medium,2 - Medium,3 - Moderate,Category 61,15/3/2016 14:32,27/3/2016 14:59,1,0,6
INC0007347,2 - Medium,2 - Medium,3 - Moderate,Category 57,15/3/2016 14:32,17/3/2016 08:41,1,0,3
INC0007348,2 - Medium,2 - Medium,3 - Moderate,Category 26,15/3/2016 14:38,26/3/2016 10:59,2,0,11
INC0007349,2 - Medium,2 - Medium,3 - Moderate,Category 57,15/3/2016 14:42,11/4/2016 09:59,20,1,55
INC0007350,2 - Medium,2 - Medium,3 - Moderate,Category 42,15/3/2016 14:42,3/4/2016 10:59,1,0,7
INC0007353,2 - Medium,2 - Medium,3 - Moderate,Category 20,15/3/2016 14:46,24/3/2016 19:01,3,0,12
INC0007354,2 - Medium,2 - Medium,3 - Moderate,Category 44,15/3/2016 14:48,24/3/2016 19:01,1,0,3
INC0007355,2 - Medium,2 - Medium,3 - Moderate,Category 53,15/3/2016 14:48,24/3/2016 19:01,1,0,3
INC0007356,2 - Medium,2 - Medium,3 - Moderate,Category 37,15/3/2016 14:49,29/3/2016 12:59,2,0,13
INC0007357,2 - Medium,2 - Medium,3 - Moderate,Category 23,15/3/2016 14:51,3/4/2016 13:59,6,0,14
INC0007358,2 - Medium,2 - Medium,3 - Moderate,Category 42,15/3/2016 14:57,24/3/2016 19:01,0,0,1
INC0007359,2 - Medium,2 - Medium,3 - Moderate,Category 26,15/3/2016 14:57,24/3/2016 19:01,1,0,3
INC0007360,2 - Medium,2 - Medium,3 - Moderate,Category 42,15/3/2016 14:57,24/3/2016 19:01,3,0,11
INC0007361,2 - Medium,2 - Medium,3 - Moderate,Category 46,15/3/2016 14:57,8/5/2016 12:07,1,0,21
INC0007362,2 - Medium,2 - Medium,3 - Moderate,Category 26,15/3/2016 14:58,24/3/2016 19:01,1,0,5
INC0007364,2 - Medium,2 - Medium,3 - Moderate,Category 42,15/3/2016 15:02,24/3/2016 19:01,0,0,3
INC0007365,2 - Medium,2 - Medium,3 - Moderate,Category 53,15/3/2016 15:08,24/3/2016 19:01,1,0,3
INC0007367,2 - Medium,2 - Medium,3 - Moderate,Category 53,15/3/2016 15:11,24/3/2016 19:01,1,0,3
INC0007368,2 - Medium,2 - Medium,3 - Moderate,Category 53,15/3/2016 15:11,3/4/2016 09:59,1,0,10
INC0007369,2 - Medium,2 - Medium,3 - Moderate,Category 42,15/3/2016 15:12,24/3/2016 19:01,1,0,4
INC0007370,2 - Medium,2 - Medium,3 - Moderate,Category 40,15/3/2016 15:14,24/3/2016 19:01,1,0,4
INC0007371,2 - Medium,2 - Medium,3 - Moderate,Category 42,15/3/2016 15:16,24/3/2016 19:01,3,0,8
INC0007373,2 - Medium,2 - Medium,3 - Moderate,Category 26,15/3/2016 15:18,24/3/2016 19:01,1,0,4
INC0007374,2 - Medium,2 - Medium,3 - Moderate,Category 46,15/3/2016 15:19,24/3/2016 19:01,0,0,1
INC0007375,2 - Medium,2 - Medium,3 - Moderate,Category 42,15/3/2016 15:19,24/3/2016 19:01,4,0,7
INC0007376,2 - Medium,2 - Medium,3 - Moderate,Category 46,15/3/2016 15:21,24/3/2016 19:01,0,0,1
INC0007377,2 - Medium,2 - Medium,3 - Moderate,Category 46,15/3/2016 15:22,24/3/2016 19:01,0,0,1
INC0007378,2 - Medium,2 - Medium,3 - Moderate,Category 53,15/3/2016 15:25,3/4/2016 08:59,8,0,18
INC0007379,2 - Medium,2 - Medium,3 - Moderate,Category 46,15/3/2016 15:25,24/3/2016 19:01,0,0,1
INC0007380,2 - Medium,2 - Medium,3 - Moderate,Category 37,15/3/2016 15:26,24/3/2016 19:01,4,0,12
INC0007381,2 - Medium,2 - Medium,3 - Moderate,Category 34,15/3/2016 15:26,24/3/2016 19:01,0,0,7
INC0007382,2 - Medium,2 - Medium,3 - Moderate,Category 37,15/3/2016 15:26,24/3/2016 19:01,1,0,4
INC0007384,2 - Medium,2 - Medium,3 - Moderate,Category 35,15/3/2016 15:29,29/3/2016 09:59,1,0,12
INC0007385,2 - Medium,2 - Medium,3 - Moderate,Category 44,15/3/2016 15:30,11/4/2016 16:59,0,0,18
INC0007386,2 - Medium,2 - Medium,3 - Moderate,Category 26,15/3/2016 15:36,24/3/2016 19:01,1,0,6
INC0007387,2 - Medium,2 - Medium,3 - Moderate,Category 42,15/3/2016 15:36,24/3/2016 19:01,0,0,1
INC0007388,2 - Medium,2 - Medium,3 - Moderate,Category 26,15/3/2016 15:36,24/3/2016 19:01,0,0,3
INC0007389,2 - Medium,2 - Medium,3 - Moderate,Category 51,15/3/2016 15:37,24/3/2016 19:01,1,0,6
INC0007391,2 - Medium,2 - Medium,3 - Moderate,Category 26,15/3/2016 15:39,24/3/2016 19:01,2,0,8
INC0007392,2 - Medium,2 - Medium,3 - Moderate,Category 26,15/3/2016 15:43,24/3/2016 19:01,4,0,10
INC0007393,2 - Medium,2 - Medium,3 - Moderate,Category 37,15/3/2016 15:49,24/3/2016 19:01,5,0,8
INC0007397,2 - Medium,2 - Medium,3 - Moderate,Category 43,15/3/2016 15:54,24/3/2016 19:01,1,0,3
INC0007398,2 - Medium,2 - Medium,3 - Moderate,Category 46,15/3/2016 15:54,24/3/2016 19:01,2,0,6
INC0007399,2 - Medium,2 - Medium,3 - Moderate,Category 42,15/3/2016 15:55,27/6/2016 20:00,1,0,36
INC0007400,2 - Medium,2 - Medium,3 - Moderate,Category 26,15/3/2016 15:58,28/3/2016 15:59,1,0,7
INC0007402,2 - Medium,2 - Medium,3 - Moderate,Category 53,15/3/2016 16:00,24/3/2016 19:01,4,0,12
INC0007403,2 - Medium,2 - Medium,3 - Moderate,Category 23,15/3/2016 16:00,21/3/2016 15:01,1,0,10
INC0007404,2 - Medium,2 - Medium,3 - Moderate,Category 53,15/3/2016 16:03,29/3/2016 09:59,4,0,15
INC0007406,2 - Medium,2 - Medium,3 - Moderate,Category 42,15/3/2016 16:04,4/9/2016 12:00,2,0,59
INC0007407,2 - Medium,2 - Medium,3 - Moderate,Category 53,15/3/2016 16:06,11/4/2016 16:59,0,0,11
INC0007410,2 - Medium,2 - Medium,3 - Moderate,Category 53,15/3/2016 16:11,24/3/2016 19:01,4,0,9
INC0007412,2 - Medium,2 - Medium,3 - Moderate,Category 9,15/3/2016 16:17,27/3/2016 12:59,0,0,4
INC0007414,2 - Medium,2 - Medium,3 - Moderate,Category 46,15/3/2016 16:18,20/4/2016 19:07,3,0,17
INC0007415,2 - Medium,2 - Medium,3 - Moderate,Category 46,15/3/2016 16:19,3/4/2016 11:59,7,0,16
INC0007416,2 - Medium,2 - Medium,3 - Moderate,Category 42,15/3/2016 16:19,24/3/2016 19:01,0,0,1
INC0007417,2 - Medium,2 - Medium,3 - Moderate,Category 42,15/3/2016 16:24,24/3/2016 19:01,1,0,4
INC0007418,2 - Medium,2 - Medium,3 - Moderate,Category 44,15/3/2016 16:29,24/3/2016 19:01,1,0,3
INC0007419,2 - Medium,2 - Medium,3 - Moderate,Category 53,15/3/2016 16:30,24/3/2016 19:01,1,0,6
INC0007420,2 - Medium,2 - Medium,3 - Moderate,Category 40,15/3/2016 16:41,24/3/2016 19:01,1,0,4
INC0007421,2 - Medium,2 - Medium,3 - Moderate,Category 46,15/3/2016 16:48,16/4/2016 18:07,0,0,12
INC0007422,2 - Medium,2 - Medium,3 - Moderate,Category 23,15/3/2016 16:49,24/3/2016 19:01,1,0,4
INC0007423,2 - Medium,2 - Medium,3 - Moderate,Category 42,15/3/2016 16:51,24/3/2016 19:01,2,0,4
INC0007425,2 - Medium,2 - Medium,3 - Moderate,Category 53,15/3/2016 16:54,28/3/2016 16:59,1,0,11
INC0007426,2 - Medium,2 - Medium,3 - Moderate,Category 35,15/3/2016 16:57,3/4/2016 10:59,2,0,12
INC0007427,2 - Medium,2 - Medium,3 - Moderate,Category 44,15/3/2016 16:58,24/3/2016 19:01,0,0,4
INC0007428,2 - Medium,2 - Medium,3 - Moderate,Category 26,15/3/2016 16:58,29/3/2016 12:59,1,1,13
INC0007429,2 - Medium,2 - Medium,3 - Moderate,Category 53,15/3/2016 16:58,26/3/2016 10:59,4,0,7
INC0007430,2 - Medium,2 - Medium,3 - Moderate,Category 42,15/3/2016 16:59,29/3/2016 08:59,2,0,7
INC0007432,2 - Medium,2 - Medium,3 - Moderate,Category 42,15/3/2016 17:01,3/4/2016 17:59,1,1,11
INC0007433,2 - Medium,2 - Medium,3 - Moderate,Category 28,15/3/2016 17:02,27/3/2016 12:59,1,0,5
INC0007434,2 - Medium,2 - Medium,3 - Moderate,Category 28,15/3/2016 17:02,27/3/2016 12:59,1,0,5
INC0007435,2 - Medium,2 - Medium,3 - Moderate,Category 28,15/3/2016 17:02,27/3/2016 12:59,1,0,5
INC0007436,2 - Medium,2 - Medium,3 - Moderate,Category 26,15/3/2016 17:06,24/3/2016 19:01,1,0,5
INC0007437,2 - Medium,2 - Medium,3 - Moderate,Category 46,15/3/2016 17:10,24/3/2016 19:01,0,0,1
INC0007439,2 - Medium,2 - Medium,3 - Moderate,Category 61,15/3/2016 17:10,28/3/2016 10:59,1,0,6
INC0007440,2 - Medium,2 - Medium,3 - Moderate,Category 42,15/3/2016 17:12,3/4/2016 14:59,7,0,23
INC0007441,2 - Medium,2 - Medium,3 - Moderate,Category 61,15/3/2016 17:16,24/3/2016 19:01,1,0,3
INC0007442,2 - Medium,2 - Medium,3 - Moderate,Category 26,15/3/2016 17:17,24/3/2016 19:01,1,0,4
INC0007443,2 - Medium,2 - Medium,3 - Moderate,Category 9,15/3/2016 17:17,24/3/2016 19:01,5,0,10
INC0007444,2 - Medium,2 - Medium,3 - Moderate,Category 46,15/3/2016 17:20,24/3/2016 19:01,0,0,1
INC0007445,2 - Medium,2 - Medium,3 - Moderate,Category 46,15/3/2016 17:20,6/4/2016 14:59,3,0,12
INC0007447,2 - Medium,2 - Medium,3 - Moderate,Category 34,15/3/2016 17:23,29/3/2016 09:59,1,0,6
INC0007448,2 - Medium,2 - Medium,3 - Moderate,Category 46,15/3/2016 17:25,24/3/2016 19:01,0,0,1
INC0007449,2 - Medium,2 - Medium,3 - Moderate,Category 32,15/3/2016 17:25,24/3/2016 19:01,1,0,15
INC0007450,2 - Medium,2 - Medium,3 - Moderate,Category 46,15/3/2016 17:28,29/3/2016 09:59,0,0,4
INC0007452,2 - Medium,2 - Medium,3 - Moderate,Category 46,15/3/2016 17:30,29/3/2016 09:59,0,0,4
INC0007453,2 - Medium,2 - Medium,3 - Moderate,Category 53,15/3/2016 17:30,28/3/2016 14:59,3,0,13
INC0007454,2 - Medium,2 - Medium,3 - Moderate,Category 46,15/3/2016 17:31,29/3/2016 09:59,0,0,4
INC0007457,2 - Medium,2 - Medium,3 - Moderate,Category 46,15/3/2016 17:33,29/3/2016 09:59,0,0,4
INC0007460,2 - Medium,2 - Medium,3 - Moderate,Category 46,15/3/2016 17:37,29/3/2016 09:59,0,0,4
INC0007462,2 - Medium,2 - Medium,3 - Moderate,Category 46,15/3/2016 17:40,24/3/2016 19:01,6,0,11
INC0007465,2 - Medium,2 - Medium,3 - Moderate,Category 53,15/3/2016 17:48,28/3/2016 11:59,0,0,6
INC0007467,2 - Medium,2 - Medium,3 - Moderate,Category 43,15/3/2016 17:50,19/4/2016 10:07,2,0,16
INC0007469,2 - Medium,2 - Medium,3 - Moderate,Category 46,15/3/2016 18:09,4/4/2016 12:59,1,0,9
INC0007470,2 - Medium,2 - Medium,3 - Moderate,Category 42,15/3/2016 18:19,24/3/2016 19:01,0,0,2
INC0007472,2 - Medium,2 - Medium,3 - Moderate,Category 26,15/3/2016 18:35,24/3/2016 19:01,1,0,4
INC0007474,2 - Medium,2 - Medium,3 - Moderate,Category 26,15/3/2016 18:39,28/3/2016 11:59,1,0,7
INC0007476,2 - Medium,2 - Medium,3 - Moderate,Category 26,15/3/2016 18:54,24/3/2016 19:01,2,0,7
INC0007479,2 - Medium,2 - Medium,3 - Moderate,Category 42,15/3/2016 19:37,24/3/2016 19:01,1,0,3
INC0007480,2 - Medium,2 - Medium,3 - Moderate,Category 57,15/3/2016 19:42,24/3/2016 19:01,7,0,10
INC0007481,2 - Medium,2 - Medium,3 - Moderate,Category 53,15/3/2016 20:44,24/3/2016 19:01,1,0,6
INC0007482,2 - Medium,2 - Medium,3 - Moderate,Category 53,15/3/2016 20:50,28/3/2016 11:59,4,0,11
INC0007483,2 - Medium,2 - Medium,3 - Moderate,Category 53,15/3/2016 20:57,3/4/2016 13:59,3,0,13
INC0007484,2 - Medium,2 - Medium,3 - Moderate,Category 46,15/3/2016 21:50,25/4/2016 10:07,2,0,17
INC0007486,2 - Medium,2 - Medium,3 - Moderate,Category 46,15/3/2016 22:25,24/3/2016 19:01,0,0,5
INC0007488,2 - Medium,2 - Medium,3 - Moderate,Category 42,16/3/2016 00:14,24/3/2016 19:01,0,0,3
INC0007489,2 - Medium,2 - Medium,3 - Moderate,Category 53,16/3/2016 01:00,24/3/2016 19:01,2,0,6
INC0007490,2 - Medium,2 - Medium,3 - Moderate,Category 46,16/3/2016 01:03,24/3/2016 19:01,0,0,2
INC0007493,2 - Medium,2 - Medium,3 - Moderate,Category 53,16/3/2016 02:37,24/3/2016 19:01,0,0,1
INC0007494,2 - Medium,2 - Medium,3 - Moderate,Category 23,16/3/2016 02:46,23/4/2016 12:07,1,0,19
INC0007495,2 - Medium,2 - Medium,3 - Moderate,Category 28,16/3/2016 03:35,24/3/2016 19:01,0,0,2
INC0007496,2 - Medium,2 - Medium,3 - Moderate,Category 26,16/3/2016 05:46,27/3/2016 15:59,1,0,8
INC0007497,2 - Medium,2 - Medium,3 - Moderate,Category 51,16/3/2016 06:15,24/3/2016 19:01,0,0,2
INC0007499,2 - Medium,2 - Medium,3 - Moderate,Category 32,16/3/2016 06:19,24/3/2016 19:01,0,0,2
INC0007500,2 - Medium,2 - Medium,3 - Moderate,Category 53,16/3/2016 06:22,24/3/2016 19:01,2,0,8
INC0007501,2 - Medium,2 - Medium,3 - Moderate,Category 23,16/3/2016 06:24,6/4/2016 08:59,5,0,16
INC0007503,2 - Medium,2 - Medium,3 - Moderate,Category 26,16/3/2016 06:43,29/3/2016 13:59,2,0,9
INC0007504,2 - Medium,2 - Medium,3 - Moderate,Category 20,16/3/2016 06:49,3/4/2016 13:59,2,0,11
INC0007505,2 - Medium,2 - Medium,3 - Moderate,Category 51,16/3/2016 06:50,24/3/2016 19:01,0,0,3
INC0007506,2 - Medium,2 - Medium,3 - Moderate,Category 51,16/3/2016 06:52,24/3/2016 19:01,0,0,6
INC0007508,2 - Medium,2 - Medium,3 - Moderate,Category 57,16/3/2016 06:52,24/3/2016 19:01,0,0,8
INC0007509,2 - Medium,2 - Medium,3 - Moderate,Category 51,16/3/2016 06:55,24/3/2016 19:01,0,0,5
INC0007510,2 - Medium,2 - Medium,3 - Moderate,Category 42,16/3/2016 06:56,24/3/2016 19:01,0,0,1
INC0007513,3 - Low,3 - Low,4 - Low,Category 42,16/3/2016 07:14,24/3/2016 19:01,0,0,4
INC0007514,2 - Medium,2 - Medium,3 - Moderate,Category 37,16/3/2016 07:29,24/3/2016 19:01,3,0,7
INC0007516,2 - Medium,2 - Medium,3 - Moderate,Category 26,16/3/2016 07:46,27/3/2016 13:59,1,0,8
INC0007518,2 - Medium,2 - Medium,3 - Moderate,Category 56,16/3/2016 07:53,24/3/2016 19:01,0,0,7
INC0007519,3 - Low,3 - Low,4 - Low,Category 32,16/3/2016 07:59,24/3/2016 19:01,0,0,3
INC0007520,3 - Low,3 - Low,4 - Low,Category 42,16/3/2016 08:02,24/3/2016 19:01,3,0,7
INC0007521,2 - Medium,2 - Medium,3 - Moderate,Category 9,16/3/2016 08:05,3/4/2016 11:59,0,3,21
INC0007525,2 - Medium,2 - Medium,3 - Moderate,Category 25,16/3/2016 08:11,24/3/2016 19:01,0,0,4
INC0007526,2 - Medium,2 - Medium,3 - Moderate,Category 24,16/3/2016 08:12,24/3/2016 19:01,2,0,7
INC0007529,2 - Medium,2 - Medium,3 - Moderate,Category 26,16/3/2016 08:19,26/3/2016 09:59,4,0,12
INC0007531,2 - Medium,2 - Medium,3 - Moderate,Category 42,16/3/2016 08:23,24/3/2016 19:01,3,0,11
INC0007532,2 - Medium,2 - Medium,3 - Moderate,Category 61,16/3/2016 08:24,27/3/2016 12:59,1,0,5
INC0007533,2 - Medium,2 - Medium,3 - Moderate,Category 53,16/3/2016 08:26,27/3/2016 16:59,1,0,7
INC0007534,2 - Medium,2 - Medium,3 - Moderate,Category 53,16/3/2016 08:27,24/3/2016 19:01,0,0,4
INC0007538,2 - Medium,2 - Medium,3 - Moderate,Category 26,16/3/2016 08:28,24/3/2016 19:01,1,0,10
INC0007540,2 - Medium,2 - Medium,3 - Moderate,Category 53,16/3/2016 08:32,2/4/2016 16:59,2,0,9
INC0007542,3 - Low,3 - Low,4 - Low,Category 20,16/3/2016 08:35,24/3/2016 19:01,0,0,2
INC0007543,2 - Medium,2 - Medium,3 - Moderate,Category 37,16/3/2016 08:37,3/4/2016 08:59,0,0,6
INC0007544,2 - Medium,2 - Medium,3 - Moderate,Category 26,16/3/2016 08:37,24/3/2016 19:01,0,0,1
INC0007546,2 - Medium,2 - Medium,3 - Moderate,Category 26,16/3/2016 08:42,2/5/2016 12:07,4,0,22
INC0007547,2 - Medium,2 - Medium,3 - Moderate,Category 40,16/3/2016 08:42,24/3/2016 19:01,1,0,2
INC0007548,2 - Medium,2 - Medium,3 - Moderate,Category 26,16/3/2016 08:44,24/3/2016 19:01,1,0,4
INC0007549,2 - Medium,2 - Medium,3 - Moderate,Category 53,16/3/2016 08:46,5/4/2016 10:59,3,0,11
INC0007550,2 - Medium,2 - Medium,3 - Moderate,Category 51,16/3/2016 08:47,5/4/2016 11:59,0,0,8
INC0007552,2 - Medium,2 - Medium,3 - Moderate,Category 37,16/3/2016 08:49,24/3/2016 19:01,2,0,7
INC0007555,3 - Low,3 - Low,4 - Low,Category 32,16/3/2016 08:52,24/3/2016 19:01,0,0,3
INC0007557,2 - Medium,2 - Medium,3 - Moderate,Category 53,16/3/2016 08:53,28/3/2016 12:59,1,0,7
INC0007558,2 - Medium,2 - Medium,3 - Moderate,Category 32,16/3/2016 08:54,24/3/2016 19:01,0,0,2
INC0007560,2 - Medium,2 - Medium,3 - Moderate,Category 34,16/3/2016 08:56,23/8/2016 14:00,6,0,64
INC0007561,2 - Medium,2 - Medium,3 - Moderate,Category 24,16/3/2016 08:56,27/3/2016 12:59,0,0,6
INC0007562,2 - Medium,2 - Medium,3 - Moderate,Category 37,16/3/2016 08:59,24/3/2016 19:01,1,0,6
INC0007565,2 - Medium,2 - Medium,3 - Moderate,Category 42,16/3/2016 09:01,24/3/2016 19:01,0,0,4
INC0007566,2 - Medium,2 - Medium,3 - Moderate,Category 32,16/3/2016 09:01,27/3/2016 17:59,0,0,6
INC0007568,2 - Medium,2 - Medium,3 - Moderate,Category 32,16/3/2016 09:04,24/3/2016 19:01,3,0,6
INC0007570,2 - Medium,2 - Medium,3 - Moderate,Category 20,16/3/2016 09:05,24/3/2016 19:01,1,0,3
INC0007571,2 - Medium,2 - Medium,3 - Moderate,Category 44,16/3/2016 09:06,23/5/2016 11:07,0,0,1
INC0007572,2 - Medium,2 - Medium,3 - Moderate,Category 32,16/3/2016 09:08,24/3/2016 19:01,0,0,2
INC0007573,2 - Medium,2 - Medium,3 - Moderate,Category 46,16/3/2016 09:08,24/3/2016 19:01,1,0,5
INC0007576,2 - Medium,2 - Medium,3 - Moderate,Category 44,16/3/2016 09:11,23/5/2016 11:07,0,0,1
INC0007578,2 - Medium,2 - Medium,3 - Moderate,Category 57,16/3/2016 09:12,24/3/2016 19:01,7,0,13
INC0007579,2 - Medium,2 - Medium,3 - Moderate,Category 32,16/3/2016 09:13,29/3/2016 08:59,1,0,8
INC0007581,2 - Medium,2 - Medium,3 - Moderate,Category 51,16/3/2016 09:13,31/3/2016 14:59,6,0,13
INC0007582,2 - Medium,2 - Medium,3 - Moderate,Category 53,16/3/2016 09:13,24/3/2016 19:01,0,0,2
INC0007587,2 - Medium,2 - Medium,3 - Moderate,Category 37,16/3/2016 09:16,24/3/2016 19:01,1,0,4
INC0007588,2 - Medium,2 - Medium,3 - Moderate,Category 32,16/3/2016 09:17,24/3/2016 19:01,0,0,1
INC0007590,2 - Medium,2 - Medium,3 - Moderate,Category 19,16/3/2016 09:17,27/3/2016 12:59,6,0,18
INC0007591,2 - Medium,2 - Medium,3 - Moderate,Category 23,16/3/2016 09:18,2/4/2016 11:59,3,0,10
INC0007592,2 - Medium,2 - Medium,3 - Moderate,Category 61,16/3/2016 09:19,3/4/2016 16:59,1,0,7
INC0007593,2 - Medium,2 - Medium,3 - Moderate,Category 53,16/3/2016 09:20,2/4/2016 14:59,0,3,22
INC0007594,2 - Medium,2 - Medium,3 - Moderate,Category 46,16/3/2016 09:22,24/3/2016 19:01,0,0,1
INC0007595,2 - Medium,2 - Medium,3 - Moderate,Category 42,16/3/2016 09:22,24/3/2016 19:01,0,0,3
INC0007596,2 - Medium,2 - Medium,3 - Moderate,Category 53,16/3/2016 09:22,24/3/2016 19:01,0,0,1
INC0007597,2 - Medium,2 - Medium,3 - Moderate,Category 53,16/3/2016 09:22,24/3/2016 19:01,0,0,2
INC0007598,2 - Medium,2 - Medium,3 - Moderate,Category 32,16/3/2016 09:23,3/4/2016 17:59,3,0,9
INC0007599,2 - Medium,2 - Medium,3 - Moderate,Category 37,16/3/2016 09:23,24/3/2016 19:01,4,0,9
INC0007600,2 - Medium,2 - Medium,3 - Moderate,Category 9,16/3/2016 09:26,3/4/2016 16:59,1,0,7
INC0007601,2 - Medium,2 - Medium,3 - Moderate,Category 32,16/3/2016 09:27,24/3/2016 19:01,0,0,1
INC0007602,2 - Medium,2 - Medium,3 - Moderate,Category 46,16/3/2016 09:31,24/3/2016 19:01,0,0,1
INC0007603,2 - Medium,2 - Medium,3 - Moderate,Category 37,16/3/2016 09:32,24/3/2016 19:01,3,0,7
INC0007605,2 - Medium,2 - Medium,3 - Moderate,Category 19,16/3/2016 09:34,2/4/2016 08:59,3,0,12
INC0007606,3 - Low,3 - Low,4 - Low,Category 42,16/3/2016 09:34,24/3/2016 19:01,0,0,1
INC0007607,1 - High,1 - High,1 - Critical,Category 51,16/3/2016 09:35,19/3/2016 16:42,1,0,4
INC0007608,2 - Medium,2 - Medium,3 - Moderate,Category 46,16/3/2016 09:37,24/3/2016 19:01,0,0,3
INC0007609,2 - Medium,2 - Medium,3 - Moderate,Category 42,16/3/2016 09:39,24/3/2016 19:01,0,0,3
INC0007610,2 - Medium,2 - Medium,3 - Moderate,Category 53,16/3/2016 09:39,24/3/2016 19:01,0,0,1
INC0007611,2 - Medium,2 - Medium,3 - Moderate,Category 46,16/3/2016 09:39,24/3/2016 19:01,0,0,1
INC0007612,2 - Medium,2 - Medium,3 - Moderate,Category 57,16/3/2016 09:40,24/3/2016 19:01,0,0,6
INC0007613,2 - Medium,2 - Medium,3 - Moderate,Category 26,16/3/2016 09:41,24/3/2016 19:01,1,0,5
INC0007614,2 - Medium,2 - Medium,3 - Moderate,Category 26,16/3/2016 09:41,29/3/2016 09:59,1,0,8
INC0007615,2 - Medium,2 - Medium,3 - Moderate,Category 46,16/3/2016 09:41,24/3/2016 19:01,0,0,1
INC0007617,2 - Medium,2 - Medium,3 - Moderate,Category 32,16/3/2016 09:42,24/3/2016 19:01,1,0,4
INC0007618,2 - Medium,2 - Medium,3 - Moderate,Category 40,16/3/2016 09:43,24/3/2016 19:01,0,0,1
INC0007619,2 - Medium,2 - Medium,3 - Moderate,Category 32,16/3/2016 09:44,24/3/2016 19:01,0,0,1
INC0007621,2 - Medium,2 - Medium,3 - Moderate,Category 51,16/3/2016 09:46,24/3/2016 19:01,0,0,3
INC0007622,2 - Medium,2 - Medium,3 - Moderate,Category 46,16/3/2016 09:46,24/3/2016 19:01,0,0,1
INC0007624,2 - Medium,2 - Medium,3 - Moderate,Category 51,16/3/2016 09:47,24/3/2016 19:01,0,0,3
INC0007625,2 - Medium,2 - Medium,3 - Moderate,Category 9,16/3/2016 09:48,25/4/2016 10:07,2,0,18
INC0007627,2 - Medium,2 - Medium,3 - Moderate,Category 42,16/3/2016 09:50,28/3/2016 10:59,5,0,10
INC0007628,2 - Medium,2 - Medium,3 - Moderate,Category 46,16/3/2016 09:52,24/3/2016 19:01,0,0,1
INC0007629,2 - Medium,2 - Medium,3 - Moderate,Category 51,16/3/2016 09:54,24/3/2016 19:01,0,0,3
INC0007630,2 - Medium,2 - Medium,3 - Moderate,Category 51,16/3/2016 09:55,27/3/2016 16:59,2,0,12
